GiftRegistryFlag,LoyaltyMember,NPSSegments,nps,ShipDays,TransitDays,DaysToArrive,Backorder,NumOfPackages,DeliverySelection,DeliveryFee,units,retail,APPAREL,BEAUTY,HANDBAGS AND ACCESSORIES,home,JEWELRY,shoes,Carrier,OnTime,LateReason,Accurate,InaccurateReason,GoodCondition,BadConditionReason,EmailClear,PricesClear,PromotionsValid,RewardsGood,ValueItemGood,ReturnEasy,DeliveryFast,AgentAvailable,AgentEffective,ContactedCsAgent,NumCSContacts,LevelOfEffort,PromotersMostImportant,NotRecommendReason,TellFriends,AdditionalFeedback,DidNotFind
No,No,Promoter,10,0,1,1,N,1,Standard,0,6,68.94,Y,,,,,,UPS,Cannot Answer,NULL,Yes,NULL,Yes,NULL,Yes,10,5,10,10,5,8,NULL,NULL,No,NULL,NULL,Product Delivery,NULL,What i liked,"I like Companys for my few must haves jeans are exceptional , in both taste and value. I have never had a prob w shipping ever, your website is great easy to navigate works great for me",NULL
No,Yes,Promoter,10,1,1,2,N,1,Standard,0,1,359,,,,,,,UPS,When expected,NULL,Yes,NULL,Yes,NULL,Yes,10,10,10,10,10,10,NULL,NULL,No,NULL,NULL,Price & Value,NULL,I like the convenience of shopping on line.,NULL,NULL
No,No,Promoter,10,1,1,2,N,3,Standard,0,15,634,,Y,Y,,,,UPS,Earlier than expected,NULL,Yes,NULL,Yes,NULL,Yes,NULL,10,NULL,NULL,10,10,NULL,NULL,No,NULL,NULL,Website Shopping Experience,NULL,Prompt shipping..packed beautifully,NULL,NULL
No,Yes,Passive,7,1,1,2,N,1,Standard,0,1,199.99,,,,Y,,,UPS,Earlier than expected,NULL,Yes,NULL,Cannot Answer,NULL,Yes,8,0,0,1,9,10,NULL,NULL,No,NULL,NULL,NULL,Product Selection & Availability,NULL,NULL,NULL
No,Yes,Promoter,10,0,1,1,N,2,Standard,0,7,243.95,,Y,,Y,,,UPS,Earlier than expected,NULL,Yes,NULL,Yes,NULL,Yes,10,6,0,10,10,10,NULL,NULL,No,NULL,NULL,Product Selection & Availability,NULL,order was taken and delivered promptly and arrived in perfect condition.,NULL,NULL
No,Yes,Passive,8,1,1,2,N,1,Standard,0,2,50.98,Y,,,,,,UPS,When expected,NULL,Yes,NULL,Yes,NULL,Yes,5,1,5,5,10,7,NULL,NULL,No,NULL,NULL,NULL,Price & Value,NULL,NULL,kate spade handbags
No,Yes,Promoter,10,1,1,2,N,1,Standard,0,2,44.74,Y,,,,,,UPS,Earlier than expected,NULL,Yes,NULL,Yes,NULL,Yes,10,99,10,10,10,10,NULL,NULL,No,NULL,NULL,Website Shopping Experience,NULL,"I like everything about shopping online at Companys, my order went through and the delivery was very fast. I will  shop again and also recommend it to my family and friends",none,NULL
No,Yes,Promoter,9,2,0,2,N,2,Standard,0,2,20.53,,,,Y,,,UPS,Earlier than expected,NULL,Yes,NULL,Yes,NULL,Yes,9,8,99,9,10,10,NULL,9,Yes by email,1 time,Low effort,Product Delivery,NULL,NULL,NULL,NULL
No,Yes,Promoter,10,1,10,11,N,1,Standard,9.95,1,67.05,,,,,,Y,Smart Post,When expected,NULL,Yes,NULL,Yes,NULL,Yes,10,9,9,9,9,9,NULL,NULL,No,NULL,NULL,Customer Support,NULL,Fast accurate service,NULL,NULL
No,Yes,Passive,7,2,8,10,Y,4,Standard,0,20,712.71,Y,Y,Y,,Y,,FedEx,Later than expected,None of the above,Yes,NULL,Yes,NULL,Yes,NULL,5,NULL,NULL,5,5,NULL,5,Yes by email,Issue still unresolved,Low effort,NULL,Product Delivery,"Generally good article, sometimes good deals, sometimes not. The shipping is a disaster as no matter what you order, you always get multiple shipping & tons of email notification.","Avoid multiple shipping, multiple emails. One order, one shipping unless customer asks differently,min addition include the return label in the delivery instead of taking your customers through another web process.",NULL
No,Yes,Detractor,4,1,8,9,N,1,Standard,0,1,220.79,,,Y,,,,UPS,Earlier than expected,NULL,No,Website photo / information unclear or incorrect,No,Merchandise quality not what expected,Yes,10,7,2,7,10,10,NULL,NULL,No,NULL,NULL,NULL,Product Selection & Availability,NULL,Sometime I received the used merchandises for my orders which really disappointed me and I feel not being respected.,size small
No,Yes,Promoter,10,1,8,9,N,1,Standard,0,2,111.52,Y,,,,,,Smart Post,When expected,NULL,Yes,NULL,Yes,NULL,Yes,10,5,9,7,10,9,NULL,NULL,No,NULL,NULL,Price & Value,NULL,Que es seguro y muy efectivo sin salir de mi casa.,"Tal vez lo único, es que no haya exclusiones en mercancía para usar cupones.",NULL
No,Yes,Promoter,9,1,7,8,N,2,Standard,0,2,77.5,,,,,Y,,USPS,When expected,NULL,Yes,NULL,Yes,NULL,Yes,9,7,9,8,10,8,NULL,NULL,No,NULL,NULL,Product Selection & Availability,NULL,Companys has good sales without sacrificing quality,NULL,NULL
No,Yes,Promoter,9,1,7,8,N,1,Standard,0,1,99.99,Y,,,,,,FedEx,Earlier than expected,NULL,Yes,NULL,Yes,NULL,Yes,10,5,7,8,99,10,NULL,NULL,No,NULL,NULL,Price & Value,NULL,NULL,NULL,NULL
No,Yes,Promoter,10,0,7,7,N,1,Standard,0,2,82.1,Y,,,,,,FedEx,When expected,NULL,Cannot Answer,NULL,Cannot Answer,NULL,Yes,10,1,1,7,10,10,NULL,NULL,No,NULL,NULL,Product Selection & Availability,NULL,Great service. Deliveries should be free.,NULL,NULL
No,Yes,Promoter,10,1,7,8,N,1,Standard,0,1,154.39,,,Y,,,,Sure Post,When expected,NULL,Yes,NULL,Yes,NULL,Yes,10,8,10,9,99,10,NULL,NULL,No,NULL,NULL,Price & Value,NULL,Great coupons and sales!,NULL,Michael Kors travel tote brwn
No,Yes,Promoter,10,1,7,8,N,1,Standard,0,1,60.24,,,,,,Y,Sure Post,Earlier than expected,NULL,Yes,NULL,Yes,NULL,Yes,10,10,10,10,10,10,NULL,NULL,No,NULL,NULL,Price & Value,NULL,Si me gusto mucho,NULL,NULL
No,Yes,Promoter,9,0,7,7,N,2,Standard,0,2,125,,,,,,Y,Sure Post,Later than expected,None of the above,Yes,NULL,Yes,NULL,Yes,10,2,8,10,10,8,NULL,NULL,No,NULL,NULL,Product Selection & Availability,NULL,The variety of items I was shopping for was very good.,NULL,NULL
No,Yes,Passive,8,1,7,8,N,1,Standard,0,4,144.38,Y,Y,,,,,Smart Post,When expected,NULL,No,Received item did not match invoice,Yes,NULL,Yes,5,2,5,9,8,8,NULL,NULL,No,NULL,NULL,NULL,Price & Value,Generally can get free delivery depending upon $ amount spent. Easy return policy.,Pants size were wrong. I returned them at a store.,NULL
No,Yes,Detractor,5,0,7,7,N,2,Standard,0,2,79.98,Y,,,,,,Sure Post,Cannot Answer,NULL,Cannot Answer,NULL,Cannot Answer,NULL,Cannot Answer,10,6,6,10,99,0,NULL,99,Yes by email,Issue still unresolved,High effort,NULL,Product Delivery,"Usually Company's is great, but my last experience makes me really reconsider. And I've sent 3 messages and emails regarding my last issue, with no response.",NULL,"Seven Dials Diem, 7.5, brown"
No,Yes,Promoter,10,1,7,8,N,1,Standard,0,1,111.99,Y,,,,,,Smart Post,When expected,NULL,Cannot Answer,NULL,Cannot Answer,NULL,Yes,10,10,10,10,10,10,NULL,NULL,No,NULL,NULL,Product Selection & Availability,NULL,"Very easy to find what I needed. Every thing was in stock, and at a great price.",NULL,NULL
No,Yes,Promoter,9,1,7,8,N,2,Standard,0,7,340.36,Y,,,,,Y,UPS,When expected,NULL,Yes,NULL,Yes,NULL,Yes,9,7,9,9,10,10,NULL,NULL,No,NULL,NULL,Price & Value,NULL,"good selection online, easy returns to the store",NULL,NULL
No,Yes,Detractor,1,1,6,7,N,1,Standard,0,5,123.93,Y,,,,,,FedEx,When expected,NULL,Yes,NULL,Yes,NULL,Yes,8,3,0,1,99,7,0,3,Yes by phone,2 or more times,Low effort,NULL,Customer Support,First order was initailly declined because of a address and credit card mismatch issue and had to talk to someone in a foreign land and then the item that I really wanted was out of stock.  Second time another card was declined foe an unknown reason and the card issuer said they did nto decline the charge.  Companys systems stink,NULL,item selected was not sent due to supplyissue
No,Yes,Promoter,10,0,6,6,N,2,Standard,0,5,113.95,Y,,,,,,FedEx,When expected,NULL,Yes,NULL,Yes,NULL,Yes,10,8,99,8,10,8,NULL,NULL,No,NULL,NULL,Price & Value,NULL,Me gusta porque tienes la opcion de devolver la ropa a la tienda si no te gusto,NULL,NULL
No,Yes,Promoter,10,0,6,6,N,1,Standard,0,4,189.5,,,,,,,FedEx,Later than expected,Longer than expected for multiple shipments,Yes,NULL,Yes,NULL,Yes,9,9,9,9,9,7,NULL,8,Yes by email,2 or more times,High effort,Price & Value,NULL,"Good price,easy for return,have many kid of product from women ,men and kid.",NULL,NULL
No,Yes,Promoter,10,1,6,7,N,1,Standard,0,1,50.99,,,,,,Y,Smart Post,Earlier than expected,NULL,Yes,NULL,Yes,NULL,Yes,10,10,10,10,10,10,NULL,6,Yes by email,2 or more times,High effort,Price & Value,NULL,It's everything online shopping should be and more,"Double billing of credit card, 2nd rep cleared issue in 2 minutes.",NULL
No,Yes,Promoter,10,0,6,6,N,2,Standard,0,5,111.15,Y,,,Y,,,Sure Post,When expected,NULL,Yes,NULL,Yes,NULL,Yes,10,10,10,10,10,10,NULL,NULL,No,NULL,NULL,Price & Value,NULL,Good Web site.  Easy shopping.  Good prices.   Good sales.,NULL,NULL
No,Yes,Promoter,10,1,6,7,N,2,Standard,0,3,373.6,,,,,,Y,Sure Post,When expected,NULL,Yes,NULL,Yes,NULL,Yes,10,10,1,9,10,10,NULL,NULL,No,NULL,NULL,Product Selection & Availability,NULL,NULL,NULL,NULL
No,No,Promoter,10,0,6,6,N,1,Standard,0,1,225,,,,,,Y,Smart Post,When expected,NULL,Yes,NULL,Yes,NULL,Yes,NULL,10,NULL,NULL,10,10,NULL,NULL,No,NULL,NULL,Website Shopping Experience,NULL,has great selection and easy to shop,NULL,NULL
No,No,Passive,8,0,6,6,N,1,Standard,0,1,166.39,,,Y,,,,Smart Post,When expected,NULL,No,Received item did not match invoice,No,Security sensor was not removed,Yes,8,6,8,7,10,7,10,10,Yes by phone,1 time,Very high effort,NULL,Product Delivery,NULL,"aside from the sensor that was not remoeved. i noticed that all items bought on sale, the packaging are not good most of the time the michael kors bags are not packed properly which is not good specially that i intend to give it as a gift. all the plastics are torn..",NULL
No,Yes,Promoter,10,0,6,6,N,3,Standard,0,4,99.96,Y,,,,,,Smart Post,Earlier than expected,NULL,Yes,NULL,Yes,NULL,Yes,10,7,99,10,99,9,9,6,Yes by phone,1 time,Moderate effort,Price & Value,NULL,Easy to navigate.,Mary's did not send me my new credit card and I had to wait like 4 or 5 days for the card to come. When it arrived many of my selections where no longer available but on the up side there was a better sale.,NULL
No,Yes,Promoter,9,2,6,8,N,2,Standard,0,4,39.49,Y,Y,,,,,Smart Post,Later than expected,Longer than expected for multiple shipments,Yes,NULL,No,Manufacturer box / packing inside damaged,Yes,7,9,9,7,9,8,9,9,Yes by phone,2 or more times,Moderate effort,Price & Value,NULL,NULL,NULL,NULL
No,Yes,Promoter,9,0,6,6,N,2,Standard,0,2,151.18,,,Y,,,,Sure Post,Cannot Answer,NULL,Yes,NULL,Cannot Answer,NULL,Yes,6,2,5,5,9,8,0,1,Yes by phone,2 or more times,High effort,Price & Value,NULL,Fast.,NULL,NULL
No,Yes,Promoter,10,1,6,7,N,2,Standard,0,3,151.3,,,,,,Y,Smart Post,When expected,NULL,Yes,NULL,Yes,NULL,Yes,10,10,10,10,10,10,NULL,NULL,No,NULL,NULL,Price & Value,NULL,"Great pricing, easy to add to bag, delete, edit or purchase. Also easy to return either by mail or return to local Company's.",NULL,NULL
No,No,Promoter,10,1,6,7,N,3,Standard,0,6,160.72,Y,,,Y,Y,,UPS,When expected,NULL,Yes,NULL,Yes,NULL,Yes,8,8,99,8,10,7,NULL,NULL,No,NULL,NULL,Website Shopping Experience,NULL,Easy and accurate ecommerce shopping w/ typically some kind of free shipping and free returns.  Also great coupons,"would like to better understand the customer ""loyalty"" program",NULL
No,Yes,Promoter,10,0,6,6,N,3,Standard,0,8,146.91,Y,,,,,,Smart Post,When expected,NULL,Yes,NULL,Yes,NULL,Yes,10,10,99,10,10,10,NULL,NULL,No,NULL,NULL,Product Selection & Availability,NULL,Very large selection of apparel especially in the plus sizes.  Online site was easy to navigate.  Merchandise was delivered as stated and the return process by mail was simple.  Returns were ultra easy when returning them to the store.,NULL,NULL
No,Yes,Promoter,9,1,6,7,N,2,Standard,0,2,350.62,,,,,Y,,UPS,When expected,NULL,Yes,NULL,Yes,NULL,Yes,9,9,9,9,9,9,NULL,9,Yes by email,2 or more times,Moderate effort,Website Shopping Experience,NULL,NULL,NULL,NULL
No,Yes,Promoter,9,1,6,7,N,2,Standard,0,2,1438.18,,,,,,,UPS,Cannot Answer,NULL,Cannot Answer,NULL,Cannot Answer,NULL,Cannot Answer,10,8,9,9,9,99,NULL,NULL,No,NULL,NULL,Price & Value,NULL,Ease of online ordering,NULL,NULL
No,Yes,Promoter,10,1,5,6,N,4,Standard,0,9,203.5,Y,,,,,,FedEx,Earlier than expected,NULL,Yes,NULL,Yes,NULL,Yes,9,9,9,9,9,9,NULL,NULL,No,NULL,NULL,Price & Value,NULL,Buen servicio,"Me gusta hacer pedido, ya que llegan rápido",NULL
No,Yes,Promoter,10,1,5,6,N,1,Standard,0,1,295,,,,,,Y,FedEx,Earlier than expected,NULL,Yes,NULL,Yes,NULL,Yes,NULL,10,NULL,NULL,10,10,NULL,NULL,No,NULL,NULL,Product Delivery,NULL,"Precise, Well trained, reputable ,reliable and well trained...",NULL,NULL
No,Yes,Promoter,10,0,2,2,N,2,Standard,0,5,159.95,Y,,,,,,UPS,Earlier than expected,NULL,Yes,NULL,Yes,NULL,Yes,10,10,10,10,10,10,NULL,NULL,No,NULL,NULL,Website Shopping Experience,NULL,Great Items! Loved everything I received was perfectly packaged and neatly shipped. Will definetely recommend!,Thanks so much for the great packaging and fast arrival. Love all my products! Will definitely recommend and be coming back!,NULL
No,Yes,Detractor,1,0,2,2,N,1,Standard,0,8,113.34,Y,,,Y,,,UPS,When expected,NULL,Yes,NULL,No,Item damaged due to improper packing,No,8,0,3,6,0,0,0,0,Yes by phone,Issue still unresolved,Very high effort,NULL,Product Delivery,"I purchased several items due to the variety and the pricing.  I also enjoyed the ease of shopping on line.  However when my delivery came the packaging was torn, dirty and my towels, clothes and pans all tossed together in one bag with absolutely no packing material.  My pans are scratched and chipped and when I called the number to report I had to wait for 20 minutes or so and I got a person from possibly India that was not clear.  I told him I did not want to be recharged and I would like my pans resent.  I would be happy to return the damaged pans but I have no packing and how to do it?  He said he was emailing me a postage and asked pounds, address etc.  I have received no label to ship, I am receiving pans but I have been charged again and I find the total process more time consuming and inconvenient that expected.  I don't understand how you could send items without a box or packaging material to protect the contents.  I don't believe I will go back to your online store.",I am done commenting on this as I already spent too much valuable time on this.  Package your items properly and you should provide your customers a more satisfying experience.,NULL
No,Yes,Passive,8,0,2,2,N,1,Standard,9.95,1,69.67,,,,Y,,,UPS,Earlier than expected,NULL,Yes,NULL,No,Manufacturer box / packing inside damaged,Yes,10,7,10,10,99,10,NULL,NULL,No,NULL,NULL,NULL,Product Delivery,"I liked the sale price. I liked the information given on the sheets, so that I could pick the set that met my needs. I didn't like that the sheets arrived in a plastic package that was broken and the corner of the sheet set was sticking out and was dirty. Right up front was a card that said who inspected the package. How could they miss the broken corner and slightly dirty sheet. It was easier for me to wash the sheet than to send it back.","In the past, I have had problems with the multiple coupons and offers. I have called Customer Service and they have been extremely helpful.  I just double checked the package. The zipper was broken and unzipped in the corner of the package, allowing the sheet to be exposed.",NULL
No,No,Promoter,10,3,2,5,N,1,Standard,0,3,35.97,,,,Y,,,UPS,Earlier than expected,NULL,Yes,NULL,Yes,NULL,Yes,9,8,9,9,8,10,5,10,Yes by phone,1 time,Low effort,Product Delivery,NULL,Easy to order once profile made - would suggest to set up profile and sign in,NULL,NULL
No,Yes,Promoter,10,0,2,2,N,2,Standard,0,3,214.19,,,,Y,,Y,UPS,When expected,NULL,Yes,NULL,Yes,NULL,Yes,8,6,8,8,10,8,NULL,NULL,No,NULL,NULL,Price & Value,NULL,Great selection! Good prices / coupons / rewards. And the best return policy in the retail industry!,I love Company*s!!,NULL
No,Yes,Promoter,10,0,2,2,N,2,Standard,0,2,135.99,,,,Y,,,UPS,Earlier than expected,NULL,Yes,NULL,Yes,NULL,Yes,10,10,5,8,10,10,NULL,NULL,No,NULL,NULL,Customer Support,NULL,Excellent email communication about order status. Orders received promptly and in perfect condition.,Thank you for the excellent website and efficient service!,NULL
No,Yes,Promoter,10,1,2,3,N,2,Standard,0,4,285.96,,,,Y,,,UPS,When expected,NULL,Yes,NULL,Yes,NULL,Yes,10,7,10,10,10,10,NULL,NULL,No,NULL,NULL,Product Selection & Availability,NULL,"Whether I purchase in store or have it shipped to my home. I love the quality, customer service and over-all prices that Company's offers.",NULL,NULL
No,Yes,Promoter,9,0,2,2,N,1,Premium (2 Day),0,4,59.16,,,,Y,,,UPS,Earlier than expected,NULL,Yes,NULL,Yes,NULL,Yes,10,10,10,10,10,10,NULL,NULL,No,NULL,NULL,Product Selection & Availability,NULL,NULL,NULL,NULL
No,Yes,Promoter,10,0,2,2,N,1,Standard,0,1,144.49,Y,,,,,,UPS,Cannot Answer,NULL,Cannot Answer,NULL,Cannot Answer,NULL,Cannot Answer,10,10,10,10,10,10,NULL,NULL,No,NULL,NULL,Price & Value,NULL,NULL,NULL,NULL
No,No,Promoter,10,1,2,3,N,2,Standard,0,3,106,,,,,,,UPS,Earlier than expected,NULL,Yes,NULL,Yes,NULL,Yes,10,10,10,10,99,10,NULL,NULL,No,NULL,NULL,Product Delivery,NULL,Easy to order on line and prices are great . Fast delivery,great experience,NULL
No,Yes,Promoter,10,0,2,2,N,1,Standard,9.95,1,70.39,,,Y,,,,UPS,Earlier than expected,NULL,Yes,NULL,Yes,NULL,Yes,10,10,10,10,99,10,NULL,NULL,No,NULL,NULL,Price & Value,NULL,It's easy... Displays all sales and has a good vibe!,NULL,NULL
No,No,Promoter,10,4,2,6,N,1,Standard,0,2,37.48,,,,Y,,,UPS,Later than expected,None of the above,Yes,NULL,Yes,NULL,Yes,10,10,0,10,10,10,NULL,NULL,No,NULL,NULL,Product Selection & Availability,NULL,"I  felt   the item  was  very  reasonable in price, high in  quality,  and  promptly delivered.",price  was  different  on   the shipping  than online  purchase.  I  called and  they  made  an  adjustment  to my  bill.   Was  less when i   received  the parcel than  what I paid online.   Amount  was   refunded.,NULL
No,Yes,Promoter,10,1,2,3,N,1,Standard,0,5,67.51,Y,,,,,,UPS,When expected,NULL,Yes,NULL,Yes,NULL,Yes,10,7,10,8,10,9,NULL,NULL,No,NULL,NULL,Website Shopping Experience,NULL,NULL,Love Companys and their products. Very good quality,"Tommy Hilfiger rain boots, 10"
No,No,Promoter,10,1,2,3,N,1,Standard,0,1,110.49,,,,Y,,,UPS,Earlier than expected,NULL,Yes,NULL,Yes,NULL,Yes,10,99,99,5,6,10,NULL,NULL,No,NULL,NULL,Price & Value,NULL,Fast & easy,NULL,NULL
No,No,Promoter,9,1,2,3,N,1,Standard,19.9,2,48,Y,,,,,,UPS,Earlier than expected,NULL,Yes,NULL,Yes,NULL,Yes,9,10,99,10,99,9,NULL,NULL,No,NULL,NULL,Price & Value,NULL,"The prices were the cheapest I could find to any other sites, the shipping was unexpectedly quick and the quality of the the items ordered was exceptional for the price. This was my first time buying from Company's, ever and I will definitely add them to my list of places to check before settling from now on.",I am not familiar with the rewards program so I could not give a answer for that question.,NULL
No,Yes,Promoter,9,1,2,3,N,2,Standard,0,3,269.98,Y,,,,,,UPS,When expected,NULL,Yes,NULL,Yes,NULL,Yes,8,2,2,8,9,8,NULL,NULL,No,NULL,NULL,Price & Value,NULL,easy to use,NULL,NULL
No,Yes,Promoter,10,2,2,4,N,1,Standard,0,1,124.94,Y,,,,,,UPS,Earlier than expected,NULL,Yes,NULL,Yes,NULL,Yes,10,6,7,7,10,10,NULL,NULL,No,NULL,NULL,Price & Value,NULL,NULL,NULL,NULL
No,Yes,Detractor,0,1,2,3,N,3,Standard,0,3,601.57,,,Y,,,,UPS,When expected,NULL,No,Received item matched invoice but not ordered,No,Merchandise quality not what expected,Yes,5,0,0,4,7,7,0,0,Yes by phone,Issue still unresolved,Very low effort,NULL,Customer Support,Not worth it,Ordered a michael kors bag and got sent jeans. Also prices changed lower and customer service said they would adjust and never did.,NULL
No,Yes,Promoter,10,3,2,5,N,2,Standard,0,3,114.41,Y,,,,,Y,UPS,Earlier than expected,NULL,Yes,NULL,Yes,NULL,Yes,10,10,10,10,10,10,NULL,10,Yes by email,1 time,Very low effort,Price & Value,NULL,Yes definitely!,NULL,NULL
No,Yes,Promoter,10,0,2,2,N,2,Standard,0,3,77.94,Y,,,,,,Sure Post,When expected,NULL,Yes,NULL,Yes,NULL,Yes,10,10,10,10,10,10,NULL,NULL,No,NULL,NULL,Product Selection & Availability,NULL,Sales people are very helpful!,NULL,NULL
No,No,Passive,8,1,2,3,N,1,Standard,0,1,119.99,,,,Y,,,UPS,Cannot Answer,NULL,Cannot Answer,NULL,Cannot Answer,NULL,Yes,9,9,7,7,99,7,9,9,Yes by phone,1 time,Moderate effort,NULL,Website Shopping Experience,NULL,NULL,NULL
No,Yes,Promoter,10,1,2,3,N,1,Standard,9.95,1,37.59,Y,,,,,,UPS,Cannot Answer,NULL,Cannot Answer,NULL,Cannot Answer,NULL,Cannot Answer,10,10,5,10,10,10,NULL,NULL,No,NULL,NULL,Price & Value,NULL,NULL,NULL,NULL
No,No,Promoter,10,1,2,3,N,4,Standard,0,37,1369.56,Y,,,,,,UPS,When expected,NULL,Yes,NULL,Yes,NULL,Yes,10,10,10,10,10,10,NULL,NULL,No,NULL,NULL,Product Selection & Availability,NULL,Great quality for the price and exceptional service.,Exceptional will continue shopping at Company's both online and in the store.,NULL
No,No,Promoter,9,14,2,16,Y,2,Standard,0,3,86.97,Y,,,,,,FedEx,Later than expected,Longer than expected for multiple shipments,No,Did not receive gift with purchase,Yes,NULL,Yes,6,3,4,4,8,4,NULL,NULL,No,NULL,NULL,Price & Value,NULL,Si me gustp,"Sean honestos y cumplidos con los productos que promocionan ,gracias.?",NULL
